0 2022-7-01 0
1 2022-8-01 0
2 2022-9-01 0
3 2022-10-01 0
4 2022-11-01 0
5 2023-1-01 0
6 2023-2-01 0
7 2023-3-01 0
8 2023-4-01 0
9 2023-5-01 0
10 2023-6-01 0
11 2023-7-01 0
12 2023-8-01 0
13 2023-9-01 0
14 2023-10-01 0
15 2023-11-01 0
16 2024-1-01 0
17 2024-2-01 0
18 2024-3-01 0
19 2024-4-01 0
20 2024-5-01 0
21 2024-6-01 0
22 2024-7-01 0
23 2024-8-01 0
24 2024-9-01 0
25 2024-10-01 0
26 2024-11-01 0
27 2025-1-01 0
28 2025-2-01 0
29 2025-3-01 0
30 2025-4-01 0
31 2025-5-01 2
32 2025-6-01 5
33 2025-7-01 6
34 2025-8-01 11
35 2025-9-01 12
36 2025-10-01 15
37 2025-11-01 18
38 2025-11-8 18
